X,Y,OBJECTID,org_name,Name,addrln1,city,state,post_id,zip,latitude,longitude,POINT_X,POINT_Y
-118.4418741,34.05786397,60826,City of LA,Los Angeles Public Library - Westwood Branch,1246 Glendon Ave.,Los Angeles,CA,61448,90024,34.057864,-118.441874,6427830.75,1843732.394
-118.4862281,34.23547397,60828,City of LA,Los Angeles Public Library - Mid-Valley Regional Branch,16244 Nordhoff St.,Los Angeles,CA,61449,91343,34.235474,-118.486228,6414709.086,1908429.212
-118.1863191,34.11386997,60830,City of LA,Los Angeles Public Library - Arroyo Seco Regional Branch,6145 N. Figueroa St.,Los Angeles,CA,61450,90042,34.11387,-118.186319,6505273.643,1863872.129
-118.6412091,34.18630197,60832,City of LA,Los Angeles Public Library - Platt Branch,23600 Victory Blvd.,Los Angeles,CA,61451,91367,34.186302,-118.641209,6367752.862,1890797.696
-118.3073571,33.80666897,60834,City of LA,Los Angeles Public Library - Harbor City - Harbor Gateway Branch,24000 S. Western Ave.,Los Angeles,CA,61452,90710,33.806669,-118.307357,6468295.038,1752165.431
-118.2622651,34.07798497,60836,City of LA,Los Angeles Public Library - Edendale Branch,2011 W. Sunset Blvd.,Los Angeles,CA,61453,90026,34.077985,-118.262265,6482251.607,1850864.242
-118.3225591,33.99488597,60838,City of LA,Los Angeles Public Library - Angeles Mesa Branch,2700 W. 52nd St.,Los Angeles,CA,61454,90043,33.994886,-118.322559,6463896.476,1820676.142
-118.2801981,34.05080897,60840,City of LA,Los Angeles Public Library - Pico Union Branch,1030 S. Alvarado St.,Los Angeles,CA,61455,90006,34.050809,-118.280198,6476793.606,1840989.064
-118.4011131,34.19409297,60842,City of LA,Los Angeles Public Library - Valley Plaza Branch,12311 Vanowen St.,Los Angeles,CA,61456,91605,34.194093,-118.401113,6440374.645,1893256.488
-118.2549111,34.05062897,60845,City of LA,Los Angeles Public Library - Main Branch,630 W. 5th St.,Los Angeles,CA,61457,90071,34.050629,-118.254911,6484453.284,1840903.17
-118.4463777,34.18377381,62656,City of LA,Los Angeles Public Library - Van Nuys Branch,6250 Sylmar Ave,Los Angeles,CA,70330,91401,34.18377384,-118.4463776,6426670.14,1889558.899
-118.393883,34.27337688,62661,City of LA,Los Angeles Public Library - Lake View Terrace Branch,12002 Osborne St,Los Angeles,CA,70331,91342,34.27337691,-118.3938829,6442674.06,1922100.472
-118.2594062,34.10049355,65313,City of LA,Los Angeles Public Library - Silverlake Branch,2411 Glendale Blvd,Los Angeles,CA,71665,90039,34.10049358,-118.2594061,6483138.472,1859053.265
