GEO_ID,NAME,B05001_001E,B05001_002E,B05001_003E,B05001_004E,B05001_005E,B05001_006E
Geography,Geographic Area Name,Total Population,"U.S. citizen, born in the United States","U.S. citizen, born in Puerto Rico or U.S. Island Areas","U.S. citizen, born abroad of American parent(s)",U.S. citizen by naturalization,Not a U.S. citizen
1400000US06037204300,"Census Tract 2043, Los Angeles County, California",5357,2655,0,26,954,1722
1400000US06037204410,"Census Tract 2044.10, Los Angeles County, California",2633,1312,0,38,359,924
1400000US06037204420,"Census Tract 2044.20, Los Angeles County, California",3088,1593,0,38,314,1143
1400000US06037204600,"Census Tract 2046, Los Angeles County, California",4092,2622,0,0,601,869
1400000US06037204700,"Census Tract 2047, Los Angeles County, California",5224,3216,14,10,826,1158
1400000US06037204810,"Census Tract 2048.10, Los Angeles County, California",4947,2768,0,49,585,1545
1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",2242,1446,0,20,400,376
1400000US06037204910,"Census Tract 2049.10, Los Angeles County, California",3162,1990,0,14,510,648
1400000US06037204920,"Census Tract 2049.20, Los Angeles County, California",2535,1580,0,10,525,420
1400000US06037205110,"Census Tract 2051.10, Los Angeles County, California",3478,1770,11,17,286,1394
1400000US06037205120,"Census Tract 2051.20, Los Angeles County, California",3641,2226,0,34,470,911
1400000US06037206010,"Census Tract 2060.10, Los Angeles County, California",3864,2238,10,2,875,739
1400000US06037206020,"Census Tract 2060.20, Los Angeles County, California",10614,8999,77,52,394,1092
1400000US06037206050,"Census Tract 2060.50, Los Angeles County, California",2194,1274,0,65,474,381
1400000US06037206051,"Census Tract 2060.51, Los Angeles County, California",1197,1075,0,0,64,58
1400000US06037206052,"Census Tract 2060.52, Los Angeles County, California",3065,2207,0,128,289,441
1400000US06037206053,"Census Tract 2060.53, Los Angeles County, California",2973,1660,0,0,542,771
1400000US06037206054,"Census Tract 2060.54, Los Angeles County, California",2397,1221,0,1,361,814
1400000US06037206201,"Census Tract 2062.01, Los Angeles County, California",2134,1295,0,0,539,300
1400000US06037206202,"Census Tract 2062.02, Los Angeles County, California",1839,1025,30,51,520,213
1400000US06037206301,"Census Tract 2063.01, Los Angeles County, California",1819,1682,6,0,50,81
1400000US06037206302,"Census Tract 2063.02, Los Angeles County, California",1822,1581,0,37,93,111
1400000US06037206303,"Census Tract 2063.03, Los Angeles County, California",2430,2028,0,0,172,230
1400000US06037207101,"Census Tract 2071.01, Los Angeles County, California",4054,1674,25,0,1194,1161
1400000US06037207102,"Census Tract 2071.02, Los Angeles County, California",3103,1082,0,30,1017,974
1400000US06037207103,"Census Tract 2071.03, Los Angeles County, California",2055,793,0,7,715,540
1400000US06037207303,"Census Tract 2073.03, Los Angeles County, California",2242,1754,0,0,389,99
1400000US06037207304,"Census Tract 2073.04, Los Angeles County, California",2101,1536,14,57,168,326
1400000US06037207305,"Census Tract 2073.05, Los Angeles County, California",717,559,0,0,95,63
1400000US06037207306,"Census Tract 2073.06, Los Angeles County, California",1978,1491,0,18,258,211
1400000US06037207307,"Census Tract 2073.07, Los Angeles County, California",1461,1306,0,0,78,77
1400000US06037207308,"Census Tract 2073.08, Los Angeles County, California",1288,899,0,57,176,156
1400000US06037207400,"Census Tract 2074, Los Angeles County, California",2122,1497,0,4,136,485
1400000US06037207501,"Census Tract 2075.01, Los Angeles County, California",2022,1233,0,43,351,395
1400000US06037207502,"Census Tract 2075.02, Los Angeles County, California",3317,1125,0,71,1646,475
1400000US06037207711,"Census Tract 2077.11, Los Angeles County, California",1881,1451,0,0,197,233
1400000US06037207712,"Census Tract 2077.12, Los Angeles County, California",3947,2192,0,204,765,786
1400000US06037207901,"Census Tract 2079.01, Los Angeles County, California",2991,1476,0,46,432,1037
1400000US06037207902,"Census Tract 2079.02, Los Angeles County, California",6236,3858,0,212,920,1246
1400000US06037208001,"Census Tract 2080.01, Los Angeles County, California",2248,1189,0,93,418,548
1400000US06037208002,"Census Tract 2080.02, Los Angeles County, California",4545,2569,0,0,601,1375
1400000US06037208301,"Census Tract 2083.01, Los Angeles County, California",2068,882,0,0,155,1031
1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",5007,2798,0,13,898,1298
1400000US06037208401,"Census Tract 2084.01, Los Angeles County, California",4217,1422,0,40,830,1925
1400000US06037208402,"Census Tract 2084.02, Los Angeles County, California",2856,1498,17,12,680,649
1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",2590,1055,0,33,750,752
1400000US06037208502,"Census Tract 2085.02, Los Angeles County, California",3993,1977,0,0,662,1354
1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",4382,1986,0,29,1145,1222
1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",4010,1979,49,58,840,1084
1400000US06037208710,"Census Tract 2087.10, Los Angeles County, California",4846,1920,0,16,1747,1163
1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",3602,1676,0,0,535,1391
1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",3198,1536,11,8,568,1075
1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",2864,1582,9,79,600,594
1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",2529,1064,0,5,120,1340
1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",3758,1427,0,0,170,2161
1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",4197,1684,0,30,707,1776
1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",3797,1741,0,18,333,1705
1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",2489,1116,0,12,488,873
1400000US06037209105,"Census Tract 2091.05, Los Angeles County, California",3496,1789,0,0,295,1412
1400000US06037209106,"Census Tract 2091.06, Los Angeles County, California",2382,1146,0,0,366,870
1400000US06037209201,"Census Tract 2092.01, Los Angeles County, California",3036,1685,0,169,308,874
1400000US06037209202,"Census Tract 2092.02, Los Angeles County, California",1621,1249,0,0,69,303
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",4619,2406,28,67,723,1395
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",3956,1790,0,0,441,1725
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",4062,1231,0,9,300,2522
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",4420,2035,0,65,677,1643
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",2946,1080,0,78,584,1204
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",2678,1374,0,11,296,997
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",2646,1112,0,14,306,1214
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",2741,1359,0,6,345,1031
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",3336,1524,0,8,722,1082
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",5204,3792,0,126,897,389
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",2228,1138,0,86,546,458
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",2750,1217,35,25,417,1056
1400000US06037211123,"Census Tract 2111.23, Los Angeles County, California",1513,322,0,81,537,573
1400000US06037211124,"Census Tract 2111.24, Los Angeles County, California",4292,947,0,62,1777,1506
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",2602,1225,0,23,458,896
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",2334,917,0,26,586,805
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",3507,1646,0,22,451,1388
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",3399,1689,9,15,524,1162
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",3017,1237,0,8,691,1081
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",3451,1644,12,52,724,1019
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",4069,2292,0,10,849,918
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",2563,1677,0,10,661,215
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",4589,1930,0,138,1051,1470
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",2704,1244,12,30,798,620
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",4457,2088,86,53,1097,1133
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",3326,1119,0,16,1103,1088
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",3113,1284,12,83,1020,714
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",4075,2038,19,44,1012,962
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",2261,768,0,0,322,1171
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",3674,1560,11,49,712,1342
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",2694,1145,0,44,690,815
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",2574,1302,0,0,870,402
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",3258,1404,0,0,432,1422
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",2577,838,12,35,488,1204
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",2948,1418,0,0,503,1027
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",3941,1708,0,12,599,1622
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",1602,857,0,18,151,576
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",2781,1364,0,11,255,1151
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",3086,1074,57,69,616,1270
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",4134,1550,0,21,550,2013
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",3226,1691,0,49,434,1052
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",1864,971,0,0,244,649
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",2785,1196,0,22,547,1020
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",4046,1715,0,47,1136,1148
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",3994,1569,0,37,1103,1285
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",2203,904,0,21,773,505
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",3591,1935,0,64,1032,560
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",3377,1724,0,69,1037,547
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",3945,1902,11,154,749,1129
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",2922,1247,0,6,929,740
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",4018,1791,0,0,812,1415
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",3818,1360,0,20,910,1528
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",2536,914,0,48,600,974
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",2456,1149,0,0,713,594
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",4630,1814,0,19,662,2135
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",4712,2305,0,20,819,1568
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",3953,3078,0,208,531,136
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",3532,2965,12,80,428,47
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",3065,2388,0,107,273,297
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",3609,2088,8,63,598,852
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",3273,1710,0,28,687,848
1400000US06037214504,"Census Tract 2145.04, Los Angeles County, California",3647,2190,0,16,368,1073
1400000US06037214505,"Census Tract 2145.05, Los Angeles County, California",1258,1073,21,0,55,109
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",2273,1747,0,39,329,158
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",2307,1612,12,21,455,207
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",2653,1950,0,94,295,314
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",2391,1636,41,24,388,302
1400000US06037214903,"Census Tract 2149.03, Los Angeles County, California",1522,922,0,0,442,158
1400000US06037214904,"Census Tract 2149.04, Los Angeles County, California",1340,862,0,38,346,94
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",2845,2145,20,62,425,193
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",3110,2619,0,23,209,259
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",2003,1388,0,27,364,224
1400000US06037216201,"Census Tract 2162.01, Los Angeles County, California",2386,1671,0,48,474,193
1400000US06037216202,"Census Tract 2162.02, Los Angeles County, California",2564,1932,14,61,297,260
1400000US06037216301,"Census Tract 2163.01, Los Angeles County, California",1519,1255,0,37,227,0
1400000US06037216302,"Census Tract 2163.02, Los Angeles County, California",3009,2383,0,18,494,114
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",3621,2610,29,37,586,359
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",2621,1786,0,32,599,204
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",3322,2364,0,17,590,351
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",3175,2431,8,34,357,345
1400000US06037216901,"Census Tract 2169.01, Los Angeles County, California",2624,2325,0,29,202,68
1400000US06037216902,"Census Tract 2169.02, Los Angeles County, California",2145,1801,0,0,171,173
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",2749,2207,8,47,427,60
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",4514,3273,0,32,723,486
1400000US06037217101,"Census Tract 2171.01, Los Angeles County, California",2820,1796,0,9,320,695
1400000US06037217102,"Census Tract 2171.02, Los Angeles County, California",2799,1895,0,16,383,505
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",3839,2769,0,41,288,741
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",3562,1948,0,0,528,1086
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",3749,2346,10,53,625,715
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",3660,1915,5,17,391,1332
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",3848,2417,0,45,376,1010
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",5863,4236,0,0,817,810
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",4433,2759,0,61,646,967
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",2679,1741,0,18,431,489
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",2964,2019,0,10,438,497
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",2117,1324,0,22,363,408
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",2333,1548,0,0,318,467
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",2591,1560,0,94,334,603
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",5683,3619,0,69,917,1078
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",3042,1628,0,0,751,663
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",5221,3445,16,0,888,872
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",3826,2290,0,0,678,858
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",1930,1541,0,21,241,127
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",4473,3173,0,138,569,593
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",3000,1629,0,102,393,876
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",4693,3408,0,0,558,727
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",3307,2010,0,63,609,625
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",4472,3362,0,18,569,523
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",2508,1521,0,41,494,452
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",3539,1400,0,0,596,1543
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",3038,1456,0,0,450,1132
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",3278,1598,0,40,532,1108
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",3126,1333,5,41,572,1175
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",3932,2171,4,11,431,1315
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",2448,1062,0,20,294,1072
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",3849,1898,0,0,915,1036
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",3233,1851,0,43,833,506
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",2941,1733,0,85,551,572
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",3542,2088,0,0,677,777
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",3008,1535,0,26,599,848
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",2649,1224,15,15,472,923
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",2878,1377,22,16,469,994
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",2744,1492,0,54,344,854
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",2298,1434,2,33,157,672
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",3839,2470,12,102,533,722
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",2957,1894,20,31,577,435
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",5094,2892,0,173,831,1198
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",4264,2251,0,64,810,1139
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",4058,2509,0,48,454,1047
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",4893,3207,0,37,625,1024
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",5525,3080,0,108,876,1461
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",3776,2965,26,87,175,523
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",2933,1754,0,21,444,714
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",2652,1744,0,13,215,680
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",2403,1303,0,0,330,770
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",2164,1094,0,0,223,847
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",3144,1419,0,13,541,1171
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",2990,1939,0,21,425,605
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",2634,1052,7,36,314,1225
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",3512,1913,21,37,321,1220
1400000US06037224701,"Census Tract 2247.01, Los Angeles County, California",2778,1720,0,37,135,886
1400000US06037224702,"Census Tract 2247.02, Los Angeles County, California",2925,1855,13,39,130,888
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",2261,1345,0,32,216,668
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",1912,1234,6,47,192,433
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",3588,1778,0,11,395,1404
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",5488,2772,0,31,827,1858
1400000US06037226701,"Census Tract 2267.01, Los Angeles County, California",3115,1632,0,0,218,1265
1400000US06037226702,"Census Tract 2267.02, Los Angeles County, California",4342,2129,14,23,666,1510
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",5104,2688,0,62,695,1659
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",3798,1594,0,49,555,1600
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",5785,3115,0,5,661,2004
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",4398,2366,0,9,579,1444
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",4792,2607,0,0,460,1725
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",4493,2631,0,21,555,1286
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",3230,1712,14,51,334,1119
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",3388,1854,0,9,432,1093
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",3155,1643,0,0,335,1177
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",4818,2921,0,0,491,1406
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",5226,2438,0,9,955,1824
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",4141,2311,0,15,469,1346
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",5000,2848,0,89,591,1472
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",5436,2793,29,28,772,1814
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",3074,1685,0,6,428,955
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",4828,2961,0,10,490,1367
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",4726,2307,0,44,500,1875
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",5702,3407,11,24,429,1831
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",3952,2273,0,19,354,1306
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",4249,2587,0,52,435,1175
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",3590,2109,0,22,367,1092
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",4348,2313,19,32,849,1135
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",4727,3052,0,32,898,745
1400000US06037231301,"Census Tract 2313.01, Los Angeles County, California",2593,1451,0,0,580,562
1400000US06037231302,"Census Tract 2313.02, Los Angeles County, California",3265,1892,10,18,441,904
1400000US06037231400,"Census Tract 2314, Los Angeles County, California",4950,3084,9,14,865,978
1400000US06037231500,"Census Tract 2315, Los Angeles County, California",5154,3063,0,0,960,1131
1400000US06037231601,"Census Tract 2316.01, Los Angeles County, California",2394,1573,0,39,178,604
1400000US06037231602,"Census Tract 2316.02, Los Angeles County, California",2029,1327,0,0,404,298
1400000US06037231603,"Census Tract 2316.03, Los Angeles County, California",2868,1410,0,0,320,1138
1400000US06037231710,"Census Tract 2317.10, Los Angeles County, California",4163,2416,0,31,456,1260
1400000US06037231720,"Census Tract 2317.20, Los Angeles County, California",5295,2569,0,38,861,1827
1400000US06037231800,"Census Tract 2318, Los Angeles County, California",5402,3125,0,37,647,1593
1400000US06037231901,"Census Tract 2319.01, Los Angeles County, California",3259,1347,0,60,479,1373
1400000US06037231902,"Census Tract 2319.02, Los Angeles County, California",3097,1749,17,18,400,913
1400000US06037232110,"Census Tract 2321.10, Los Angeles County, California",3180,1617,24,0,372,1167
1400000US06037232120,"Census Tract 2321.20, Los Angeles County, California",5305,3241,0,37,592,1435
1400000US06037232200,"Census Tract 2322, Los Angeles County, California",3727,2300,0,7,592,828
1400000US06037232300,"Census Tract 2323, Los Angeles County, California",5213,3551,0,0,598,1064
1400000US06037232401,"Census Tract 2324.01, Los Angeles County, California",3673,2405,0,0,616,652
1400000US06037232402,"Census Tract 2324.02, Los Angeles County, California",3061,1838,0,0,639,584
1400000US06037232500,"Census Tract 2325, Los Angeles County, California",4895,3090,52,3,569,1181
1400000US06037232601,"Census Tract 2326.01, Los Angeles County, California",1935,1129,0,0,224,582
1400000US06037232602,"Census Tract 2326.02, Los Angeles County, California",5251,2978,0,22,934,1317
1400000US06037232701,"Census Tract 2327.01, Los Angeles County, California",2537,1517,0,7,254,759
1400000US06037232702,"Census Tract 2327.02, Los Angeles County, California",4332,2068,0,219,706,1339
1400000US06037232800,"Census Tract 2328, Los Angeles County, California",4436,2428,0,65,498,1445
1400000US06037234001,"Census Tract 2340.01, Los Angeles County, California",2342,2059,19,68,101,95
1400000US06037234002,"Census Tract 2340.02, Los Angeles County, California",3093,2088,6,2,514,483
1400000US06037234200,"Census Tract 2342, Los Angeles County, California",2487,2003,0,0,338,146
1400000US06037234301,"Census Tract 2343.01, Los Angeles County, California",1749,1642,0,0,107,0
1400000US06037234302,"Census Tract 2343.02, Los Angeles County, California",2181,2036,0,0,119,26
1400000US06037234501,"Census Tract 2345.01, Los Angeles County, California",2957,2185,0,37,481,254
1400000US06037234502,"Census Tract 2345.02, Los Angeles County, California",2706,2360,0,2,310,34
1400000US06037234600,"Census Tract 2346, Los Angeles County, California",4875,3942,0,49,429,455
1400000US06037234700,"Census Tract 2347, Los Angeles County, California",3721,2307,0,26,616,772
1400000US06037234800,"Census Tract 2348, Los Angeles County, California",3489,2427,56,0,570,436
1400000US06037234901,"Census Tract 2349.01, Los Angeles County, California",3203,2201,0,0,439,563
1400000US06037234902,"Census Tract 2349.02, Los Angeles County, California",4278,3072,0,0,261,945
1400000US06037235100,"Census Tract 2351, Los Angeles County, California",4174,3509,0,49,455,161
1400000US06037235201,"Census Tract 2352.01, Los Angeles County, California",2754,2298,0,75,210,171
1400000US06037235202,"Census Tract 2352.02, Los Angeles County, California",3945,3330,0,0,404,211
1400000US06037236001,"Census Tract 2360.01, Los Angeles County, California",4150,3578,0,29,425,118
1400000US06037236101,"Census Tract 2361.01, Los Angeles County, California",2722,2131,0,6,313,272
1400000US06037236102,"Census Tract 2361.02, Los Angeles County, California",3607,2796,0,37,131,643
1400000US06037236203,"Census Tract 2362.03, Los Angeles County, California",3550,2241,0,0,280,1029
1400000US06037236204,"Census Tract 2362.04, Los Angeles County, California",3095,2313,0,13,197,572
1400000US06037236205,"Census Tract 2362.05, Los Angeles County, California",2846,2051,10,0,227,558
1400000US06037236206,"Census Tract 2362.06, Los Angeles County, California",2696,1704,0,0,399,593
1400000US06037236400,"Census Tract 2364, Los Angeles County, California",4346,3786,0,0,245,315
1400000US06037237101,"Census Tract 2371.01, Los Angeles County, California",4130,2776,0,32,409,913
1400000US06037237102,"Census Tract 2371.02, Los Angeles County, California",4045,2491,0,0,392,1162
1400000US06037237201,"Census Tract 2372.01, Los Angeles County, California",4088,2243,0,134,549,1162
1400000US06037237202,"Census Tract 2372.02, Los Angeles County, California",4652,3139,0,22,624,867
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",5650,4340,0,98,620,592
1400000US06037237401,"Census Tract 2374.01, Los Angeles County, California",4143,2651,0,13,639,840
1400000US06037237402,"Census Tract 2374.02, Los Angeles County, California",3639,2412,0,0,518,709
1400000US06037237500,"Census Tract 2375, Los Angeles County, California",2987,1643,0,0,304,1040
1400000US06037237600,"Census Tract 2376, Los Angeles County, California",4021,2465,31,0,516,1009
1400000US06037237710,"Census Tract 2377.10, Los Angeles County, California",4749,2608,0,75,484,1582
1400000US06037237720,"Census Tract 2377.20, Los Angeles County, California",3779,2335,0,14,340,1090
1400000US06037237800,"Census Tract 2378, Los Angeles County, California",3980,3102,0,37,476,365
1400000US06037237900,"Census Tract 2379, Los Angeles County, California",4473,3948,0,0,243,282
1400000US06037238000,"Census Tract 2380, Los Angeles County, California",6169,5024,0,47,480,618
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",5330,4529,0,77,280,444
1400000US06037238200,"Census Tract 2382, Los Angeles County, California",5494,4583,64,17,474,356
1400000US06037238310,"Census Tract 2383.10, Los Angeles County, California",5207,3058,0,53,343,1753
1400000US06037238320,"Census Tract 2383.20, Los Angeles County, California",3403,2249,0,0,185,969
1400000US06037238400,"Census Tract 2384, Los Angeles County, California",4311,3688,0,46,384,193
1400000US06037239201,"Census Tract 2392.01, Los Angeles County, California",3663,1808,6,68,516,1265
1400000US06037239202,"Census Tract 2392.02, Los Angeles County, California",6570,3494,0,260,753,2063
1400000US06037239310,"Census Tract 2393.10, Los Angeles County, California",4234,2096,0,22,413,1703
1400000US06037239320,"Census Tract 2393.20, Los Angeles County, California",3194,1745,0,0,299,1150
1400000US06037239330,"Census Tract 2393.30, Los Angeles County, California",3100,1615,0,73,333,1079
1400000US06037239501,"Census Tract 2395.01, Los Angeles County, California",3647,2455,0,32,401,759
1400000US06037239502,"Census Tract 2395.02, Los Angeles County, California",3978,2420,0,90,306,1162
1400000US06037239601,"Census Tract 2396.01, Los Angeles County, California",3665,2068,0,52,402,1143
